917794002493071361,b'POST 9/11 vets Claim Suicidal Ideation. Less likely to commit suicide. The term is often used to get attention. https://t.co/MBzcXYQZJ5'
917791481347182592,"b""@GeorgeHenries @realDonaldTrump Ideation isn't suicide. It's a whole different issue"""
917791153696706566,"b'@Paulaminger1 @realDonaldTrump here\'s a link to the VA\'s website that states PTSD is ""significantly associated with\xe2\x80\xa6 https://t.co/F700UBynw8'"
917790330094800898,b'(I hereby also add a CW for suicide and suicidal ideation.)'
917782083443089409,"b'Suicide ideation lasted for a few more years after that, until the age of 25. #WorldMentalHealthDay'"
917779825217196032,"b'In my case, chronic depression has been a part of my life since I was 9 + suicide ideation started at that age as well. WorldMentalHealthDay'"
917772677158379520,b'@crhonicpain @BiGB900 @GhostinGeek @invisable22 @Wanita1 @myscarsRsexy @andrewkolodny Suicide is a horrible thing.\xe2\x80\xa6 https://t.co/IKd1Bl8Suv'
917756626358083586,"b""I'm probably not gonna share anything I wrote about mental health today because it's just about how heavy suicide ideation weighed on me."""
917753818414116864,b'#WorldMentalHealthDay I have had OCD since childhood. I live w/ suicide ideation and the MH struggles that come from chronic illness &amp; pain.'
917718453305221120,b'after i told my teammates we had a talk about depression and suicide and one of them opened up about his suicidal ideation'
917715945107394561,b'RT @bhminfo: This study examines the relationship between racial and gender discrimination and suicidal ideation https://t.co/89R9v9pjiO'
917713034658963456,"b'I have bipolar depression, general anxiety, and PTSD. I struggled with suicidal ideation since I was a child, and have attempted suicide /1'"
917708897720213505,b'RT @amouretguerre: @mbla807 @monibhachu @elephantgurl24 @sallyeaves @sardnas51 @TOdessaKane13 @MsTerionam Suicide &amp;Depression are underrepo\xe2\x80\xa6'
917679496282722304,b'RT @amouretguerre: @mbla807 @monibhachu @elephantgurl24 @sallyeaves @sardnas51 @TOdessaKane13 @MsTerionam Suicide &amp;Depression are underrepo\xe2\x80\xa6'
917628318916251648,b'RT @rizzieky: @okothkenneth I am happy @okothkenneth is taking mental health seriously. Suicide intervention is possible once suicidal idea\xe2\x80\xa6'
